FDD, ID, Source, Function, Line(s), Status, Comment
, , .SwFileName, .SwFuncName, .SwLines, .SwStatus, .SwComment
CM650A,56,CDD_HwTq0Meas.c,HwTq0MeasHwTq0AutTrim_Oper,754-761,I,""
CM650A,61,CDD_HwTq0Meas.c,HwTq0MeasPer2,1300-1309,I,""
CM650A,63,CDD_HwTq0Meas.c,HwTq0MeasPer2,1300-1309,I,""
CM650A,65,CDD_HwTq0Meas.c,HwTq0MeasPer2,1300-1309,I,""
CM650A,67,CDD_HwTq0Meas.c,HwTq0MeasPer2,1300-1309,I,""
CM650A,68,CDD_HwTq0Meas.c,RackLimrEotSigRead,"1426-1434,1438,1439",I,""
CM650A,69,CDD_HwTq0Meas.c,RackLimrEotSigRead,1426-1434,I,""
CM650A,34,CDD_HwTq0Meas.c,HwTq0MeasPer1,"1216,1221",I,""
CM650A,24,CDD_HwTq0Meas.c,HwTq0MeasPer1,1186-1200,I,""
CM650A,25,CDD_HwTq0Meas.c,HwTq0MeasPer1,1263,I,""
CM650A,26,CDD_HwTq0Meas.c,HwTq0MeasPer1,1264,I,""
CM650A,27,CDD_HwTq0Meas.c,HwTq0MeasPer1,1186-1200,I,""
CM650A,21,CDD_HwTq0Meas.c,HwTq0MeasPer1,1199,I,""
CM650A,22,CDD_HwTq0Meas.c,HwTq0MeasPer1,1073-1266,I,""
CM650A,23,CDD_HwTq0Meas.c,HwTq0MeasPer1,1141-1146,I,""
CM650A,46,CDD_HwTq0Meas.c,HwTq0MeasPer1,1168-1173,I,""
CM650A,47,CDD_HwTq0Meas.c,HwTq0MeasPer1,1132-1136,I,""
CM650A,44,CDD_HwTq0Meas.c,HwTq0MeasPer1,1154-1159,I,""
CM650A,45,CDD_HwTq0Meas.c,HwTq0MeasPer1,1154-1159,I,""
CM650A,42,CDD_HwTq0Meas.c,HwTq0MeasPer1,1153-1158,I,""
CM650A,43,CDD_HwTq0Meas.c,HwTq0MeasPer1,1154-1159,I,""
CM650A,40,CDD_HwTq0Meas.c,HwTq0MeasPer1,1153-1158,I,""
CM650A,41,CDD_HwTq0Meas.c,HwTq0MeasPer1,1153-1158,I,""
CM650A,75,CDD_HwTq0Meas.c,HwTq0MeasPer1,1243,I,""
CM650A,71,CDD_HwTq0Meas.c,RackLimrEotSigRead,1440,I,""
CM650A,39,CDD_HwTq0Meas.c,HwTq0MeasPer1,1153-1158,I,""
CM650A,38,CDD_HwTq0Meas.c,HwTq0MeasPer1,1073-1266,I,""
CM650A,58,CDD_HwTq0Meas.c,HwTq0MeasPer1,1123,I,""
CM650A,55,CDD_HwTq0Meas.c,HwTq0MeasHwTq0WrTrim_Oper,912-919,I,""
CM650A,54,CDD_HwTq0Meas.c,HwTq0MeasHwTq0ClrTrim_Oper,802-809,I,""
CM650A,57,CDD_HwTq0Meas.c,HwTq0MeasPer1,1203,I,""
CM650A,49,CDD_HwTq0Meas.c,"HwTq0MeasHwTq0AutTrim_Oper,HwTq0MeasHwTq0ClrTrim_Oper,HwTq0MeasHwTq0WrTrim_Oper","754-761,802-809,912-919",I,""
CM650A,51,CDD_HwTq0Meas.c,"HwTq0MeasHwTq0AutTrim_Oper,HwTq0MeasPer1","754-761,1190",I,""
CM650A,50,CDD_HwTq0Meas.c,HwTq0MeasTrigStrt_Oper,1354-1371,I,""
CM650A,53,CDD_HwTq0Meas.c,HwTq0MeasHwTq0TrimPrfmdSts_Oper,871,I,""
CM650A,52,CDD_HwTq0Meas.c,HwTq0MeasHwTq0ReadTrim_Oper,840,I,""
CM650A,48,CDD_HwTq0Meas.c,HwTq0MeasPer1,1141-1146,I,""
