FDD, ID, Source, Function, Line(s), Status, Comment
, , .SwFileName, .SwFuncName, .SwLines, .SwStatus, .SwComment
CM640A,115,CDD_MotAg1Meas.c,MotAg1MeasMotAg1CoeffTblWr_Oper,1018-1030,I,""
CM640A,102,CDD_MotAg1Meas.c,MotAg1MeasPer2,1144-1192,I,""
CM640A,88,CDD_MotAg1Meas_MotCtrl.c,N/A,95-154,I,""
CM640A,116,CDD_MotAg1Meas.c,MotAg1MeasMotAg1CoeffTblRead_Oper,963-973,I,""
CM640A,111,CDD_MotAg1Meas.c,MotAg1MeasPer2,1143-1191,I,""
CM640A,95,CDD_MotAg1Meas_MotCtrl.c,N/A,159-191,I,""
CM640A,86,CDD_MotAg1Meas_MotCtrl.c,N/A,92-151,I,""
CM640A,87,CDD_MotAg1Meas_MotCtrl.c,N/A,94-153,I,""
CM640A,84,CDD_MotAg1Meas_MotCtrl.c,N/A,91-150,I,""
CM640A,25,CDD_MotAg1Meas.c,MotAg1MeasPer2,1136-1184,I,""
CM640A,22,CDD_MotAg1Meas.c,MotAg1MeasPer2,1147-1195,I,""
CM640A,119,CDD_MotAg1Meas.c,"MotAg1MeasInit1,CalcCorrnTbl","919,1233-1376",I,""
CM640A,28,CDD_MotAg1Meas.c,MotAg1MeasPer2,1146-1194,I,""
CM640A,118,CDD_MotAg1Meas.c,"MotAg1MeasInit1,CalcCorrnTbl","919,1233-1376",I,""
CM640A,99,CDD_MotAg1Meas.c,MotAg1MeasPer2,1138-1186,I,""
CM640A,98,CDD_MotAg1Meas.c,MotAg1MeasPer2,1137-1185,I,""
CM640A,91,CDD_MotAg1Meas.c,MotAg1MeasPer2,1140-1188,I,""
CM640A,90,CDD_MotAg1Meas_MotCtrl.c,N/A,161-193,I,""
CM640A,100,CDD_MotAg1Meas.c,MotAg1MeasPer2,1139-1187,I,""
CM640A,101,CDD_MotAg1Meas.c,MotAg1MeasPer2,1145-1193,I,""
CM640A,106,CDD_MotAg1Meas.c,MotAg1MeasPer2,1142-1190,I,""
CM640A,107,CDD_MotAg1Meas_MotCtrl.c,N/A,96-155,I,""
CM640A,120,CDD_MotAg1Meas_MotCtrl.c,N/A,162-194,I,""
CM640A,31,CDD_MotAg1Meas.c,MotAg1MeasPer2,1141-1189,I,""
CM640A,93,"CDD_MotAg1Meas.c,CDD_MotAg1Meas_MotCtrl.c","MotAg1MeasPer2,N/A","1106-1131,93-152",I,""
CM640A,89,CDD_MotAg1Meas_MotCtrl.c,N/A,160-192,I,""
