FDD, ID, Source, Function, Line(s), Status, Comment
, , .SwFileName, .SwFuncName, .SwLines, .SwStatus, .SwComment
CM670A,28,HwAg0Meas.c,HwAg0MeasPer2,1171,I,""
CM670A,67,HwAg0Meas.c,HwAg0MeasPer3,1294,I,""
CM690A,29,HwAg0Meas.c,HwAg0MeasPer4,"1516,1538,1554",I,""
CM670A,60,HwAg0Meas.c,HwAg0MeasPer3,1329,I,""
CM670A,61,HwAg0Meas.c,HwAg0MeasPer3,1329,I,""
CM670A,62,HwAg0Meas.c,HwAg0MeasPer3,1329,I,""
CM670A,63,HwAg0Meas.c,HwAg0MeasPer3,1329,I,""
CM670A,111,HwAg0Meas.c,HwAg0MeasPer3,1303,I,""
CM670A,110,HwAg0Meas.c,HwAg0MeasPer2,1159,I,""
CM690A,112,HwAg0Meas.c,HwAg0MeasPer1,1048-1075,I,""
CM690A,100,HwAg0Meas.c,HwAg0MeasPer5,"1624,1629",I,""
CM690A,86,HwAg0Meas.c,"HwAg0MeasPer2,HwAg0MeasPer3","1126-1215,1269-1383",I,""
CM690A,102,HwAg0Meas.c,HwAg0MeasPer5,1621-1631,I,""
CM690A,85,HwAg0Meas.c,HwAg0MeasPer4,1515,I,""
CM690A,26,HwAg0Meas.c,HwAg0MeasPer4,1554,I,""
CM670A,27,HwAg0Meas.c,"HwAg0MeasPer2,HwAg0MeasPer3","1139-1196,1283-1374",I,""
CM670A,48,HwAg0Meas.c,HwAg0MeasPer2,1171,I,""
CM670A,49,HwAg0Meas.c,HwAg0MeasPer2,1152,I,""
CM670A,46,HwAg0Meas.c,HwAg0MeasPer2,1180,I,""
CM670A,47,HwAg0Meas.c,HwAg0MeasPer2,1190,I,""
CM670A,44,HwAg0Meas.c,HwAg0MeasPer2,1180,I,""
CM670A,45,HwAg0Meas.c,HwAg0MeasPer2,1180,I,""
CM670A,42,HwAg0Meas.c,HwAg0MeasPer2,1180,I,""
CM670A,43,HwAg0Meas.c,HwAg0MeasPer2,1180,I,""
CM670A,40,HwAg0Meas.c,HwAg0MeasPer2,1180,I,""
CM670A,41,HwAg0Meas.c,HwAg0MeasPer2,1180,I,""
CM690A,76,HwAg0Meas.c,HwAg0MeasPer4,1524,I,""
CM690A,108,HwAg0Meas.c,HwAg0MeasPer4,1573,I,""
CM690A,109,HwAg0Meas.c,HwAg0MeasPer2,1144,I,""
CM690A,73,HwAg0Meas.c,HwAg0MeasPer4,1470-1587,I,""
CM690A,71,HwAg0Meas.c,HwAg0MeasPer4,"1515,1524,1533",I,""
CM690A,91,HwAg0Meas.c,HwAg0MeasPer4,"1483,1486,1508,1509",I,""
CM690A,90,HwAg0Meas.c,HwAg0MeasPer4,"1538,1554",I,""
CM690A,93,HwAg0Meas.c,HwAg0MeasHwAg0TrimPrfmdSts_Oper,878,I,""
CM690A,92,HwAg0Meas.c,"HwAg0MeasHwAg0AutTrim_Oper,HwAg0MeasHwAg0ClrTrim_Oper,HwAg0MeasHwAg0ReadTrim_Oper,HwAg0MeasHwAg0WrTrim_Oper","773,774,816,818,848,919,921",I,""
CM690A,95,HwAg0Meas.c,HwAg0MeasHwAg0WrTrim_Oper,918-922,I,""
CM690A,94,HwAg0Meas.c,HwAg0MeasHwAg0ClrTrim_Oper,815-819,I,""
CM690A,104,HwAg0Meas.c,HwAg0MeasPer5,1629,I,""
CM690A,96,HwAg0Meas.c,HwAg0MeasHwAg0AutTrim_Oper,770-775,I,""
CM690A,39,HwAg0Meas.c,HwAg0MeasPer2,1127-1216,I,""
CM670A,38,HwAg0Meas.c,HwAg0MeasPer2,"1169,1190-1196",I,""
CM670A,59,HwAg0Meas.c,HwAg0MeasPer3,1329,I,""
CM670A,58,HwAg0Meas.c,HwAg0MeasPer3,1329,I,""
CM690A,55,HwAg0Meas.c,"HwAg0MeasPer3,HwAg0MeasPer4","1270-1384,1471",I,""
CM690A,32,HwAg0Meas.c,HwAg0MeasPer4,"1538,1554",I,""
CM670A,57,HwAg0Meas.c,HwAg0MeasPer3,1329,I,""
CM690A,30,HwAg0Meas.c,HwAg0MeasPer4,1584,I,""
CM690A,50,HwAg0Meas.c,"HwAg0MeasHwAg0AutTrim_Oper,HwAg0MeasHwAg0ClrTrim_Oper,HwAg0MeasHwAg0WrTrim_Oper","772,774,817,818,920,921",I,""
CM670A,53,HwAg0Meas.c,HwAg0MeasPer3,"1294,1303,1315,1327,1338",I,""
CM690A,107,HwAg0Meas.c,HwAg0MeasPer5,1624,I,""
CM670A,64,HwAg0Meas.c,HwAg0MeasPer3,1338,I,""
CM690A,31,HwAg0Meas.c,HwAg0MeasPer4,1586,I,""
CM670A,65,HwAg0Meas.c,HwAg0MeasPer3,1317,I,""
